==============================================================================================================
    Date     Time  Temp SpCond   Cond  Resist    Sal DOsat     DO DOchrg   Depth    pH      pH     Orp Battery
   m/d/y hh:mm:ss     C  mS/cm  uS/cm  Ohm*cm    ppt     %   mg/L         meters            mV      mV   volts
--------------------------------------------------------------------------------------------------------------
11/06/19 20:35:20  7.68  0.276    184 5420.57   0.13  36.7   4.37   15.2   0.773  8.06   -62.2   307.2     5.8
11/06/19 20:50:20  7.69  0.277    185 5398.69   0.13  36.7   4.38   16.4   0.772  8.04   -61.2   307.1     5.8
11/06/19 21:05:20  7.68  0.278    186 5383.50   0.13  36.7   4.38   16.4   0.769  8.08   -63.2   307.4     5.8
11/06/19 21:20:20  7.69  0.279    187 5358.19   0.13  36.8   4.38   16.4   0.771  8.08   -63.2   307.6     5.8
11/06/19 21:35:20  7.70  0.281    188 5313.33   0.13  36.8   4.39   17.0   0.772  8.08   -63.4   304.5     5.8
11/06/19 21:50:20  7.69  0.282    189 5304.41   0.13  36.8   4.39   16.4   0.770  8.09   -63.8   303.5     5.8
11/06/19 22:05:20  7.66  0.281    188 5316.24   0.13  36.7   4.38   16.4   0.771  8.08   -63.4   303.6     5.8
11/06/19 22:20:20  7.66  0.282    188 5311.07   0.13  36.7   4.37   16.4   0.769  8.08   -63.4   303.9     5.8
11/06/19 22:35:20  7.66  0.282    188 5305.27   0.13  36.5   4.36   16.4   0.768  8.08   -63.2   303.6     5.8
11/06/19 22:50:20  7.66  0.281    188 5328.13   0.13  36.5   4.36   16.4   0.767  8.08   -63.2   303.3     5.8
11/06/19 23:05:20  7.64  0.281    188 5320.02   0.13  36.4   4.35   16.4   0.767  8.08   -63.2   303.7     5.8
11/06/19 23:20:20  7.64  0.281    188 5320.02   0.13  36.4   4.35   16.4   0.764  8.07   -62.6   303.8     5.8
11/06/19 23:35:20  7.61  0.280    187 5341.48   0.13  36.3   4.34   16.4   0.764  8.06   -62.0   304.1     5.8
11/06/19 23:50:20  7.59  0.279    187 5361.26   0.13  36.2   4.33   16.4   0.761  8.08   -63.0   303.6     5.8
11/07/19 00:05:20  7.61  0.280    187 5348.13   0.13  36.3   4.34   16.4   0.758  8.07   -62.6   303.8     5.8
11/07/19 00:20:20  7.58  0.280    187 5351.95   0.13  36.3   4.34   16.4   0.757  8.08   -63.2   304.1     5.8
11/07/19 00:35:20  7.56  0.280    187 5360.27   0.13  36.2   4.33   16.4   0.756  8.07   -62.7   303.8     5.8
11/07/19 00:50:20  7.54  0.280    186 5364.66   0.13  36.2   4.33   16.4   0.756  8.08   -63.0   304.1     5.8
11/07/19 01:05:20  7.53  0.280    187 5360.71   0.13  36.1   4.32   16.4   0.756  8.08   -63.0   304.1     5.8
11/07/19 01:20:20  7.53  0.281    188 5332.57   0.13  36.0   4.31   16.4   0.755  8.07   -62.9   304.3     5.8
11/07/19 01:35:20  7.50  0.279    186 5377.64   0.13  35.9   4.30   16.4   0.754  8.07   -62.8   304.1     5.8
11/07/19 01:50:20  7.52  0.284    189 5289.64   0.14  35.9   4.30   15.2   0.752  8.07   -62.9   304.3     5.8
11/07/19 02:05:20  7.47  0.281    187 5348.02   0.13  35.8   4.29   16.4   0.751  8.07   -62.9   304.3     5.8
11/07/19 02:20:20  7.47  0.281    187 5346.28   0.13  35.8   4.29   16.4   0.749  8.07   -62.8   304.7     5.8
11/07/19 02:35:20  7.47  0.281    187 5340.83   0.13  35.8   4.29   16.4   0.747  8.07   -62.7   304.9     5.8
11/07/19 02:50:20  7.47  0.283    188 5312.58   0.14  35.7   4.28   16.4   0.744  8.07   -62.6   304.8     5.8
11/07/19 03:05:20  7.44  0.284    189 5302.69   0.14  35.6   4.27   16.4   0.743  8.07   -62.5   304.9     5.8
11/07/19 03:20:20  7.47  0.284    189 5286.55   0.14  35.5   4.25   16.4   0.741  8.06   -62.1   304.9     5.8
11/07/19 03:35:20  7.42  0.281    187 5350.53   0.13  35.5   4.26   16.4   0.739  8.07   -62.4   305.0     5.8
11/07/19 03:50:20  7.39  0.279    185 5392.13   0.13  35.4   4.25   16.4   0.738  8.07   -62.5   305.5     5.8
11/07/19 04:05:20  7.40  0.279    185 5396.13   0.13  35.4   4.25   16.4   0.735  8.07   -62.7   305.5     5.8
11/07/19 04:20:20  7.40  0.279    185 5397.24   0.13  35.3   4.24   16.4   0.732  8.07   -62.6   305.5     5.8
11/07/19 04:35:20  7.41  0.281    187 5361.04   0.13  35.3   4.24   16.4   0.730  8.06   -62.3   305.5     5.8
11/07/19 04:50:20  7.41  0.281    186 5369.05   0.13  35.3   4.23   16.4   0.726  8.07   -62.6   305.8     5.8
11/07/19 05:05:20  7.43  0.277    184 5428.99   0.13  35.4   4.25   16.4   0.727  8.07   -62.6   305.8     5.8
11/07/19 05:20:20  7.43  0.279    186 5385.82   0.13  35.3   4.24   15.2   0.721  8.07   -62.6   305.8     5.8
11/07/19 05:35:20  7.43  0.280    186 5366.74   0.13  35.4   4.25   16.4   0.722  8.07   -62.6   306.0     5.8
11/07/19 05:50:20  7.45  0.280    186 5377.64   0.13  35.5   4.26   15.2   0.722  8.07   -62.7   306.5     5.8
11/07/19 06:05:20  7.46  0.280    186 5368.06   0.13  35.5   4.26   16.4   0.723  8.07   -62.4   306.5     5.8
11/07/19 06:20:20  7.46  0.279    186 5386.93   0.13  35.5   4.26   16.4   0.722  8.07   -62.4   306.9     5.8
11/07/19 06:35:20  7.45  0.279    185 5395.80   0.13  35.5   4.26   16.4   0.719  8.07   -62.6   306.3     5.8
11/07/19 06:50:20  7.45  0.280    186 5378.08   0.13  35.5   4.25   16.4   0.719  8.06   -61.8   306.3     5.8
11/07/19 07:05:20  7.44  0.279    185 5395.80   0.13  35.4   4.25   16.4   0.720  8.04   -61.0   307.4     5.8
11/07/19 07:20:20  7.44  0.281    186 5364.00   0.13  35.3   4.24   16.4   0.719  8.04   -60.9   306.6     5.8
11/07/19 07:35:20  7.44  0.280    186 5367.84   0.13  35.3   4.23   16.4   0.717  8.04   -61.2   306.5     5.8
11/07/19 07:50:20  7.44  0.281    187 5353.26   0.13  35.3   4.24   16.4   0.717  8.05   -61.7   307.1     5.8
11/07/19 08:05:20  7.44  0.282    187 5342.90   0.13  35.3   4.23   16.4   0.719  8.06   -62.0   307.5     5.8
11/07/19 08:20:20  7.43  0.281    187 5351.41   0.13  35.3   4.23   16.4   0.721  8.06   -62.1   306.9     5.8
11/07/19 08:35:20  7.43  0.281    187 5348.46   0.13  35.2   4.23   16.4   0.723  8.06   -62.3   306.8     5.8
11/07/19 08:50:20  7.43  0.282    187 5340.29   0.13  35.2   4.23   16.4   0.722  8.06   -62.2   304.6     5.8
11/07/19 09:05:20  7.43  0.282    188 5330.51   0.14  35.0   4.21   16.4   0.724  8.06   -62.1   306.2     5.8
11/07/19 09:20:20  7.43  0.283    188 5326.18   0.14  35.2   4.22   16.4   0.720  8.07   -62.6   307.4     5.8
11/07/19 09:35:20  7.43  0.282    187 5338.33   0.13  35.3   4.23   16.4   0.721  8.07   -62.6   307.7     5.8
11/07/19 09:50:20  7.44  0.283    188 5323.04   0.14  35.0   4.21   16.4   0.716  8.06   -62.2   308.3     5.8
11/07/19 10:05:20  7.43  0.283    188 5324.88   0.14  35.1   4.21   16.4   0.717  8.08   -62.9   309.0     5.8
11/07/19 10:20:20  7.44  0.282    187 5337.57   0.13  35.1   4.22   16.4   0.717  8.07   -62.7   309.0     5.8
11/07/19 10:35:20  7.44  0.282    187 5334.20   0.13  35.1   4.21   16.4   0.720  8.08   -63.0   309.2     5.8
11/07/19 10:50:20  7.43  0.283    188 5326.18   0.14  35.0   4.20   16.4   0.723  8.08   -62.9   309.6     5.8
11/07/19 11:05:20  7.43  0.282    187 5335.18   0.13  35.0   4.20   16.4   0.724  8.08   -62.9   309.8     5.8
11/07/19 11:20:20  7.42  0.282    188 5329.32   0.14  34.9   4.19   16.4   0.724  8.07   -62.7   310.2     5.8
11/07/19 11:35:20  7.42  0.282    188 5332.25   0.14  34.9   4.18   16.4   0.724  8.07   -62.4   310.6     5.8
11/07/19 11:50:20  7.42  0.282    188 5333.12   0.14  34.8   4.18   16.4   0.724  8.07   -62.6   311.3     5.8
11/07/19 12:05:20  7.42  0.284    188 5308.28   0.14  34.8   4.18   16.4   0.720  8.07   -62.6   311.9     5.8
11/07/19 12:20:20  7.41  0.284    188 5309.46   0.14  34.8   4.18   16.4   0.722  8.07   -62.6   312.3     5.8
11/07/19 12:35:20  7.41  0.283    188 5313.55   0.14  34.8   4.18   16.4   0.723  8.07   -62.6   312.7     5.8
11/07/19 12:50:20  7.40  0.284    188 5310.32   0.14  34.8   4.18   16.4   0.721  8.07   -62.6   312.9     5.8
11/07/19 13:05:20  7.40  0.283    188 5316.24   0.14  34.8   4.18   16.4   0.718  8.07   -62.7   313.3     5.8
11/07/19 13:20:20  7.38  0.283    188 5320.67   0.14  34.7   4.17   16.4   0.717  8.07   -62.9   313.2     5.8
11/07/19 13:35:20  7.38  0.284    188 5315.70   0.14  34.7   4.17   16.4   0.716  8.08   -62.9   313.7     5.8
11/07/19 13:50:20  7.39  0.284    188 5309.35   0.14  34.7   4.16   16.4   0.715  8.07   -62.7   314.0     5.8
11/07/19 14:05:20  7.39  0.283    188 5316.03   0.14  34.7   4.16   16.4   0.712  8.07   -62.7   314.3     5.8
11/07/19 14:20:20  7.38  0.283    188 5324.13   0.14  34.6   4.16   16.4   0.711  8.08   -62.9   314.6     5.8
11/07/19 14:35:20  7.37  0.283    188 5324.56   0.14  34.6   4.16   16.4   0.714  8.08   -63.0   315.1     5.8
11/07/19 14:50:20  7.37  0.283    188 5321.75   0.14  34.6   4.16   16.4   0.711  8.08   -63.0   315.4     5.8
11/07/19 15:05:20  7.37  0.283    188 5326.29   0.14  34.7   4.17   16.4   0.712  8.08   -63.0   315.2     5.8
11/07/19 15:20:20  7.36  0.284    188 5312.80   0.14  34.6   4.16   16.4   0.713  8.08   -63.0   315.2     5.8
11/07/19 15:35:20  7.35  0.284    188 5312.04   0.14  34.6   4.16   16.4   0.713  8.08   -63.0   315.2     5.8
11/07/19 15:50:20  7.34  0.284    188 5310.54   0.14  34.5   4.16   16.4   0.714  8.08   -63.1   315.2     5.8
11/07/19 16:05:20  7.32  0.285    189 5301.19   0.14  34.5   4.15   16.4   0.713  8.08   -63.0   315.2     5.8
11/07/19 16:20:20  7.33  0.285    189 5295.52   0.14  34.5   4.15   16.4   0.715  8.08   -63.0   315.4     5.8
11/07/19 16:35:20  7.30  0.285    189 5302.37   0.14  34.5   4.15   16.4   0.718  8.08   -63.0   315.4     5.8
11/07/19 16:50:20  7.30  0.285    189 5298.41   0.14  34.4   4.14   16.4   0.718  8.07   -62.8   315.4     5.8
11/07/19 17:05:20  7.28  0.287    190 5262.24   0.14  34.4   4.14   16.4   0.721  8.08   -63.0   315.2     5.8
11/07/19 17:20:20  7.22  0.285    188 5306.02   0.14  34.3   4.13   16.4   0.721  8.08   -63.1   315.1     5.8
11/07/19 17:35:20  7.25  0.286    189 5290.92   0.14  34.3   4.13   16.4   0.725  8.08   -63.1   315.1     5.8
11/07/19 17:50:20  7.22  0.285    188 5310.32   0.14  34.2   4.13   16.4   0.724  8.08   -63.2   315.2     5.8
11/07/19 18:05:20  7.21  0.286    188 5305.27   0.14  34.2   4.12   16.4   0.729  8.08   -63.2   314.9     5.8
11/07/19 18:20:20  7.20  0.284    188 5332.68   0.14  34.1   4.12   16.4   0.731  8.08   -63.2   315.1     5.8
11/07/19 18:35:20  7.18  0.286    188 5309.78   0.14  34.1   4.12   16.4   0.731  8.08   -63.2   314.9     5.8
11/07/19 18:50:20  7.16  0.284    188 5333.12   0.14  34.0   4.11   16.4   0.731  8.08   -63.3   314.5     5.8
11/07/19 19:05:20  7.15  0.286    189 5295.94   0.14  34.0   4.11   16.4   0.733  8.08   -63.2   314.6     5.8
11/07/19 19:20:20  7.15  0.285    188 5316.46   0.14  34.0   4.11   16.4   0.735  8.08   -63.2   315.5     5.8
11/07/19 19:35:20  7.15  0.286    188 5305.91   0.14  34.0   4.11   15.2   0.736  8.08   -63.3   314.6     5.8
11/07/19 19:50:20  7.15  0.285    188 5318.72   0.14  33.9   4.10   16.4   0.734  8.08   -63.1   314.4     5.8
11/07/19 20:05:20  7.15  0.287    189 5282.29   0.14  33.9   4.10   16.4   0.737  8.08   -63.0   314.2     5.8
11/07/19 20:20:20  7.15  0.287    189 5292.42   0.14  33.9   4.10   16.4   0.738  8.08   -62.9   314.4     5.8
11/07/19 20:35:20  7.13  0.287    189 5297.98   0.14  33.9   4.10   16.4   0.736  8.08   -62.9   313.8     5.8
11/07/19 20:50:20  7.12  0.289    190 5255.60   0.14  33.9   4.09   16.4   0.738  8.08   -62.9   312.9     5.8
11/07/19 21:05:20  7.15  0.286    189 5297.02   0.14  33.9   4.09   17.0   0.738  8.08   -62.8   313.1     5.8
11/07/19 21:20:20  7.13  0.287    189 5283.78   0.14  33.8   4.09   16.4   0.738  8.07   -62.6   312.8     5.8
11/07/19 21:35:20  7.16  0.289    191 5243.30   0.14  33.8   4.09   16.4   0.738  8.08   -62.8   312.9     5.8
11/07/19 21:50:20  7.17  0.288    190 5259.08   0.14  33.8   4.08   16.4   0.738  8.07   -62.7   312.7     5.8
11/07/19 22:05:20  7.14  0.290    191 5230.33   0.14  33.8   4.08   16.4   0.737  8.07   -62.6   312.7     5.8
11/07/19 22:20:20  7.16  0.289    191 5243.93   0.14  33.7   4.07   16.4   0.737  8.07   -62.5   312.7     5.8
11/07/19 22:35:20  7.12  0.290    191 5239.95   0.14  33.7   4.08   16.4   0.737  8.07   -62.3   312.7     5.8
11/07/19 22:50:20  7.15  0.289    190 5254.02   0.14  33.6   4.06   16.4   0.736  8.07   -62.4   312.6     5.8
11/07/19 23:05:20  7.14  0.289    190 5258.34   0.14  33.6   4.07   15.2   0.735  8.07   -62.4   312.3     5.8
11/07/19 23:20:20  7.14  0.288    190 5262.77   0.14  33.7   4.07   16.4   0.733  8.07   -62.7   312.4     5.8
11/07/19 23:35:20  7.11  0.289    191 5248.34   0.14  33.6   4.07   16.4   0.729  8.07   -62.6   311.8     5.8
11/07/19 23:50:20  7.09  0.287    189 5303.98   0.14  33.6   4.06   16.4   0.726  8.07   -62.7   312.1     5.8
11/08/19 00:05:20  7.09  0.289    190 5262.03   0.14  33.5   4.06   16.4   0.726  8.08   -62.8   312.0     5.8
11/08/19 00:20:20  7.07  0.288    189 5286.44   0.14  33.5   4.06   15.2   0.727  8.07   -62.3   312.1     5.8
11/08/19 00:35:20  7.08  0.289    190 5270.07   0.14  33.5   4.06   16.4   0.726  8.07   -62.7   312.0     5.8
11/08/19 00:50:20  7.07  0.287    189 5291.24   0.14  33.4   4.05   16.4   0.727  8.07   -62.7   312.0     5.8
11/08/19 01:05:20  7.07  0.290    191 5244.45   0.14  33.4   4.05   16.4   0.725  8.07   -62.7   311.6     5.8
11/08/19 01:20:20  7.04  0.288    189 5289.11   0.14  33.4   4.05   16.4   0.721  8.08   -62.9   311.6     5.8
11/08/19 01:35:20  7.02  0.290    190 5256.34   0.14  33.3   4.04   16.4   0.723  8.08   -62.8   311.6     5.8
11/08/19 01:50:20  7.02  0.291    191 5241.41   0.14  33.3   4.04   16.4   0.723  8.08   -62.8   311.3     5.8
11/08/19 02:05:20  7.06  0.289    190 5255.49   0.14  33.4   4.04   16.4   0.722  8.07   -62.7   311.4     5.8
11/08/19 02:20:20  7.06  0.290    191 5245.92   0.14  33.3   4.03   16.4   0.723  8.07   -62.7   311.4     5.8
11/08/19 02:35:20  7.07  0.291    191 5230.85   0.14  33.3   4.03   16.4   0.722  8.07   -62.5   311.3     5.8
11/08/19 02:50:20  7.06  0.291    191 5227.72   0.14  33.3   4.03   16.4   0.722  8.07   -62.7   311.2     5.8
11/08/19 03:05:20  7.04  0.292    192 5221.37   0.14  33.1   4.01   16.4   0.722  8.07   -62.6   311.1     5.8
11/08/19 03:20:20  7.03  0.291    191 5225.32   0.14  33.2   4.02   16.4   0.720  8.07   -62.6   311.0     5.8
11/08/19 03:35:20  7.06  0.291    191 5232.10   0.14  33.2   4.02   16.4   0.719  8.07   -62.7   310.9     5.8
11/08/19 03:50:20  7.03  0.291    191 5237.96   0.14  33.1   4.02   16.4   0.721  8.08   -62.8   310.8     5.8
11/08/19 04:05:20  6.97  0.290    190 5251.07   0.14  33.0   4.01   16.4   0.723  8.07   -62.7   311.0     5.8
11/08/19 04:20:20  6.96  0.291    191 5248.44   0.14  33.0   4.01   16.4   0.724  8.08   -62.9   311.0     5.8
11/08/19 04:35:20  6.96  0.292    191 5224.07   0.14  33.0   4.01   15.2   0.724  8.08   -62.9   310.8     5.8
11/08/19 04:50:20  6.97  0.292    192 5215.45   0.14  33.0   4.00   15.2   0.725  8.08   -62.9   308.4     5.8
11/08/19 05:05:20  6.96  0.293    192 5205.19   0.14  32.9   4.00   16.4   0.726  8.08   -62.9   308.2     5.8
11/08/19 05:20:20  6.94  0.292    192 5220.12   0.14  32.9   4.00   16.4   0.726  8.08   -62.9   308.1     5.8
11/08/19 05:35:20  6.94  0.291    191 5240.05   0.14  32.9   4.00   15.2   0.727  8.08   -63.0   305.9     5.8
11/08/19 05:50:20  6.94  0.292    191 5233.77   0.14  32.9   4.00   15.2   0.729  8.08   -63.0   305.9     5.8
11/08/19 06:05:20  6.92  0.292    191 5224.28   0.14  32.8   3.99   16.4   0.731  8.08   -63.0   306.0     5.8
11/08/19 06:20:20  6.89  0.292    191 5235.13   0.14  32.7   3.98   16.4   0.733  8.08   -63.0   305.8     5.8
11/08/19 06:35:20  6.88  0.292    191 5234.71   0.14  32.7   3.97   16.4   0.735  8.08   -63.0   305.7     5.8
11/08/19 06:50:20  6.85  0.292    191 5248.13   0.14  32.6   3.97   16.4   0.735  8.08   -63.0   305.7     5.7
11/08/19 07:05:20  6.87  0.292    191 5241.20   0.14  32.6   3.97   15.2   0.739  8.08   -63.0   305.7     5.8
11/08/19 07:20:20  6.82  0.290    190 5274.21   0.14  32.5   3.96   16.4   0.741  8.08   -63.0   305.7     5.8
11/08/19 07:35:20  6.81  0.291    190 5258.66   0.14  32.5   3.96   15.2   0.745  8.08   -63.0   305.7     5.8
11/08/19 07:50:20  6.80  0.291    190 5258.76   0.14  32.5   3.96   16.4   0.747  8.08   -63.1   305.8     5.8
11/08/19 08:05:20  6.76  0.292    190 5252.44   0.14  32.4   3.95   16.4   0.748  8.08   -63.2   305.9     5.8
11/08/19 08:20:20  6.76  0.292    190 5255.07   0.14  32.4   3.95   16.4   0.753  8.08   -63.1   305.7     5.8
11/08/19 08:35:20  6.75  0.292    190 5255.70   0.14  32.4   3.95   16.4   0.755  8.08   -63.1   305.8     5.8
11/08/19 08:50:20  6.75  0.294    191 5225.95   0.14  32.4   3.95   15.2   0.757  8.08   -63.2   305.9     5.8
11/08/19 09:05:20  6.73  0.294    191 5225.11   0.14  32.4   3.95   16.4   0.761  8.08   -63.2   306.0     5.8
11/08/19 09:20:20  6.71  0.294    191 5227.72   0.14  32.3   3.94   16.4   0.760  8.09   -63.3   306.2     5.8
11/08/19 09:35:20  6.70  0.294    192 5220.64   0.14  32.3   3.94   16.4   0.763  8.09   -63.3   306.4     5.8
11/08/19 09:50:20  6.71  0.294    191 5223.86   0.14  32.3   3.94   16.4   0.765  8.09   -63.4   306.3     5.8
11/08/19 10:05:20  6.70  0.294    191 5234.71   0.14  32.3   3.94   15.2   0.759  8.09   -63.4   306.4     5.8
11/08/19 10:20:20  6.66  0.294    191 5238.27   0.14  32.2   3.94   15.2   0.768  8.09   -63.5   306.3     5.7
11/08/19 10:35:20  6.60  0.297    192 5197.66   0.14  32.1   3.93   15.2   0.768  8.09   -63.4   306.3     5.8
11/08/19 10:50:20  6.61  0.295    192 5216.80   0.14  32.1   3.93   16.4   0.768  8.09   -63.4   306.3     5.7
11/08/19 11:05:20  6.62  0.295    192 5215.65   0.14  32.1   3.93   16.4   0.770  8.09   -63.5   306.5     5.7
11/08/19 11:20:20  6.62  0.296    192 5210.57   0.14  32.1   3.93   15.2   0.770  8.09   -63.5   306.4     5.8
11/08/19 11:35:20  6.59  0.295    192 5221.47   0.14  32.0   3.92   16.4   0.772  8.09   -63.5   306.3     5.8
11/08/19 11:50:20  6.55  0.295    191 5231.37   0.14  31.9   3.91   16.4   0.775  8.09   -63.5   306.5     5.8
11/08/19 12:05:20  6.55  0.295    191 5232.94   0.14  31.9   3.91   16.4   0.777  8.09   -63.5   306.6     5.7
11/08/19 12:20:20  6.53  0.295    191 5230.33   0.14  31.8   3.90   16.4   0.775  8.09   -63.5   306.5     5.8
11/08/19 12:35:20  6.56  0.298    193 5182.66   0.14  31.9   3.91   16.4   0.774  8.09   -63.6   306.5     5.8
11/08/19 12:50:20  6.57  0.298    193 5180.61   0.14  31.9   3.91   16.4   0.773  8.09   -63.5   306.4     5.8
11/08/19 13:05:20  6.63  0.296    192 5207.37   0.14  32.0   3.91   15.2   0.772  8.09   -63.5   306.7     5.8
11/08/19 13:20:20  6.65  0.295    192 5218.04   0.14  32.0   3.92   16.4   0.773  8.09   -63.5   307.0     5.8
11/08/19 13:35:20  6.67  0.294    191 5232.52   0.14  32.0   3.92   16.4   0.772  8.09   -63.5   306.9     5.8
11/08/19 13:50:20  6.63  0.294    191 5238.58   0.14  32.0   3.92   16.4   0.770  8.09   -63.5   307.3     5.7
11/08/19 14:05:20  6.66  0.294    191 5235.24   0.14  32.0   3.91   15.2   0.767  8.09   -63.5   307.1     5.8
11/08/19 14:20:20  6.62  0.295    191 5227.09   0.14  32.0   3.91   16.4   0.771  8.09   -63.5   307.3     5.8
11/08/19 14:35:20  6.64  0.295    191 5228.76   0.14  32.0   3.91   16.4   0.769  8.09   -63.5   307.1     5.8
11/08/19 14:50:20  6.68  0.294    191 5230.01   0.14  32.0   3.92   16.4   0.771  8.09   -63.5   307.4     5.8
11/08/19 15:05:20  6.66  0.294    191 5235.86   0.14  32.0   3.92   16.4   0.770  8.09   -63.6   307.3     5.8
11/08/19 15:20:20  6.63  0.294    191 5235.03   0.14  32.0   3.92   15.2   0.770  8.09   -63.5   307.4     5.8
11/08/19 15:35:20  6.63  0.294    191 5239.84   0.14  32.0   3.91   16.4   0.771  8.09   -63.5   307.4     5.8
11/08/19 15:50:20  6.63  0.294    191 5238.58   0.14  32.0   3.92   16.4   0.773  8.09   -63.5   307.3     5.8
11/08/19 16:05:20  6.64  0.294    191 5244.87   0.14  32.0   3.91   16.4   0.773  8.09   -63.6   307.6     5.8
11/08/19 16:20:20  6.62  0.294    191 5243.09   0.14  31.9   3.91   16.4   0.776  8.09   -63.6   307.6     5.8
11/08/19 16:35:20  6.61  0.294    191 5242.46   0.14  31.9   3.91   15.2   0.776  8.09   -63.6   307.8     5.8
11/08/19 16:50:20  6.60  0.294    191 5244.03   0.14  31.9   3.91   15.2   0.776  8.09   -63.6   307.6     5.8
11/08/19 17:05:20  6.55  0.293    190 5270.39   0.14  31.8   3.90   16.4   0.776  8.09   -63.6   307.5     5.8
11/08/19 17:20:20  6.54  0.293    190 5264.78   0.14  31.8   3.90   16.4   0.778  8.09   -63.7   307.7     5.8
11/08/19 17:35:20  6.54  0.293    190 5273.47   0.14  31.7   3.89   16.4   0.780  8.09   -63.6   307.6     5.7
11/08/19 17:50:20  6.52  0.292    189 5283.78   0.14  31.7   3.89   15.2   0.782  8.09   -63.5   307.5     5.7
11/08/19 18:05:20  6.50  0.293    190 5275.06   0.14  31.6   3.88   16.4   0.783  8.09   -63.6   307.4     5.8
11/08/19 18:20:20  6.48  0.296    191 5231.48   0.14  31.6   3.88   16.4   0.784  8.09   -63.6   307.7     5.8
11/08/19 18:35:20  6.48  0.294    190 5257.18   0.14  31.6   3.88   15.2   0.786  8.09   -63.5   307.1     5.8
11/08/19 18:50:20  6.46  0.296    191 5238.17   0.14  31.5   3.88   15.2   0.788  8.09   -63.6   307.5     5.7
11/08/19 19:05:20  6.44  0.294    190 5266.26   0.14  31.4   3.86   15.2   0.791  8.09   -63.4   307.1     5.8
11/08/19 19:20:20  6.42  0.295    190 5249.39   0.14  31.5   3.87   15.2   0.791  8.09   -63.6   307.4     5.7
11/08/19 19:35:20  6.44  0.295    190 5251.28   0.14  31.4   3.86   16.4   0.793  8.09   -63.5   307.4     5.7
11/08/19 19:50:20  6.42  0.295    190 5256.65   0.14  31.3   3.86   15.2   0.794  8.09   -63.5   307.2     5.8
11/08/19 20:05:20  6.41  0.294    189 5279.20   0.14  31.3   3.86   15.2   0.795  8.09   -63.5   307.2     5.8
11/08/19 20:20:20  6.42  0.293    189 5289.21   0.14  31.3   3.85   15.2   0.795  8.09   -63.4   307.4     5.7
11/08/19 20:35:20  6.40  0.293    189 5287.19   0.14  31.3   3.85   15.2   0.795  8.09   -63.4   307.3     5.8
11/08/19 20:50:20  6.37  0.294    189 5278.88   0.14  31.2   3.85   16.4   0.796  8.08   -63.1   307.3     5.8
11/08/19 21:05:20  6.35  0.293    189 5295.73   0.14  31.2   3.84   15.2   0.796  8.09   -63.5   307.4     5.8
11/08/19 21:20:20  6.30  0.293    188 5305.16   0.14  31.1   3.83   15.2   0.797  8.09   -63.6   307.4     5.8
11/08/19 21:35:20  6.33  0.291    187 5333.55   0.14  31.0   3.82   15.2   0.798  8.09   -63.4   306.5     5.7
11/08/19 21:50:20  6.24  0.295    189 5282.60   0.14  30.9   3.83   15.2   0.798  8.09   -63.5   306.9     5.7
11/08/19 22:05:20  6.24  0.293    188 5319.05   0.14  30.8   3.81   15.2   0.798  8.09   -63.4   307.1     5.7
11/08/19 22:20:20  6.27  0.294    189 5299.80   0.14  30.8   3.81   15.2   0.797  8.09   -63.4   307.1     5.7
11/08/19 22:35:20  6.23  0.295    189 5289.96   0.14  30.8   3.80   15.2   0.797  8.09   -63.4   306.9     5.7
11/08/19 22:50:20  6.15  0.293    187 5337.57   0.14  30.6   3.80   16.4   0.797  8.09   -63.2   307.1     5.8
11/08/19 23:05:20  6.17  0.292    187 5348.79   0.14  30.7   3.80   15.2   0.796  8.09   -63.4   307.0     5.8
11/08/19 23:20:20  6.19  0.290    186 5378.08   0.14  30.7   3.80   15.2   0.795  8.08   -62.8   306.1     5.8
11/08/19 23:35:20  6.15  0.291    186 5377.42   0.14  30.6   3.80   16.4   0.795  8.10   -63.7   306.3     5.8
11/08/19 23:50:20  6.13  0.293    187 5342.90   0.14  30.6   3.79   15.2   0.795  8.10   -63.8   306.3     5.8
11/09/19 00:05:20  6.07  0.293    187 5338.44   0.14  30.4   3.78   15.2   0.796  8.07   -62.6   306.6     5.8
11/09/19 00:20:20  6.03  0.291    186 5382.61   0.14  30.3   3.77   15.2   0.793  8.10   -63.7   306.6     5.7
11/09/19 00:35:20  6.03  0.291    186 5381.84   0.14  30.3   3.76   15.2   0.795  8.10   -63.8   306.8     5.7
11/09/19 00:50:20  5.96  0.292    186 5386.82   0.14  30.2   3.76   15.2   0.796  8.10   -64.0   306.8     5.8
11/09/19 01:05:20  5.90  0.292    185 5399.69   0.14  30.2   3.77   15.2   0.796  8.11   -64.2   306.9     5.7
11/09/19 01:20:20  5.86  0.292    185 5404.03   0.14  30.0   3.75   15.2   0.794  8.11   -64.3   307.1     5.7
11/09/19 01:35:20  5.79  0.291    184 5422.58   0.14  29.9   3.74   15.2   0.794  8.11   -64.5   307.2     5.7
11/09/19 01:50:20  5.71  0.293    185 5402.80   0.14  29.8   3.74   15.2   0.793  8.12   -64.6   307.5     5.7
11/09/19 02:05:20  5.74  0.294    186 5385.49   0.14  29.7   3.72   15.2   0.791  8.11   -64.4   307.6     5.7
11/09/19 02:20:20  5.76  0.293    186 5388.03   0.14  29.8   3.72   15.2   0.791  8.11   -64.3   307.3     5.8
