======================================================================================================
    Date     Time  Temp SpCond   Cond    Sal   Press   Depth    pH      pH     Orp   Chl   Chl Battery
   m/d/y hh:mm:ss     C  mS/cm  uS/cm    ppt    psia    feet            mV      mV  ug/L   RFU   volts
------------------------------------------------------------------------------------------------------
10/17/19 00:35:32 12.23  0.448    338   0.22  15.563   2.601  7.97   -72.6   151.2   4.4   1.0    13.1
10/17/19 01:05:32 12.16  0.449    339   0.22  15.558   2.587  7.97   -72.5   150.4   5.2   1.2    13.1
10/17/19 01:35:32 12.13  0.446    336   0.22  15.555   2.581  7.97   -72.5   145.8   3.7   0.9    13.1
10/17/19 02:05:32 12.23  0.452    342   0.22  15.553   2.576  7.98   -73.1   143.8   3.9   0.9    13.1
10/17/19 02:35:32 12.21  0.452    342   0.22  15.545   2.558  7.98   -73.4   139.8   2.8   0.7    13.1
10/17/19 03:05:32 12.18  0.452    341   0.22  15.537   2.539  7.98   -73.3   139.0   3.9   0.9    13.0
10/17/19 03:35:32 12.15  0.451    341   0.22  15.533   2.530  7.98   -73.2   139.8   2.7   0.6    13.1
10/17/19 04:05:31 12.13  0.451    340   0.22  15.529   2.521  7.98   -73.2   139.2   4.8   1.1    13.1
10/17/19 04:35:32 12.12  0.451    340   0.22  15.525   2.511  7.96   -72.3   151.3   3.1   0.7    13.0
10/17/19 05:05:32 12.09  0.451    340   0.22  15.522   2.505  7.96   -72.3   150.1   3.6   0.9    13.1
10/17/19 05:35:31 12.09  0.451    340   0.22  15.525   2.512  7.96   -72.2   151.3   5.0   1.2    13.1
10/17/19 06:05:32 12.06  0.451    339   0.22  15.521   2.501  7.97   -72.3   150.6   3.4   0.8    13.0
10/17/19 06:35:31 12.07  0.451    339   0.22  15.517   2.493  7.96   -72.2   151.3   3.8   0.9    13.0
10/17/19 07:05:31 12.03  0.451    339   0.22  15.515   2.489  7.97   -72.4   151.2   3.3   0.8    13.0
10/17/19 07:35:32 12.02  0.452    340   0.22  15.515   2.489  7.96   -72.3   151.9   3.8   0.9    13.1
10/17/19 08:05:32 12.00  0.452    340   0.22  15.512   2.481  7.96   -72.3   150.1   3.3   0.8    13.1
10/17/19 08:35:32 11.97  0.452    340   0.22  15.516   2.490  7.96   -72.2   151.6   3.7   0.9    13.1
10/17/19 09:05:32 11.93  0.452    339   0.22  15.517   2.494  7.96   -72.1   151.5   3.6   0.8    13.0
10/17/19 09:35:32 11.90  0.452    339   0.22  15.518   2.495  7.97   -72.3   150.6   4.0   0.9    13.0
10/17/19 10:05:32 11.88  0.451    338   0.22  15.523   2.506  7.97   -72.3   151.7   3.8   0.9    13.0
10/17/19 10:35:32 11.86  0.451    338   0.22  15.529   2.520  7.97   -72.4   152.0   4.1   1.0    13.0
10/17/19 11:05:32 11.85  0.451    338   0.22  15.535   2.535  7.97   -72.7   147.8   4.3   1.0    13.1
10/17/19 11:35:32 11.82  0.450    337   0.22  15.542   2.551  7.97   -72.6   151.4   4.1   1.0    13.1
10/17/19 12:05:32 11.80  0.450    336   0.22  15.553   2.576  7.98   -73.2   147.6   4.0   0.9    13.1
10/17/19 12:35:32 11.79  0.450    336   0.22  15.562   2.596  7.98   -73.1   148.6   4.2   1.0    13.1
10/17/19 13:05:32 11.78  0.449    335   0.22  15.569   2.613  7.98   -72.9   152.1   3.4   0.8    13.1
10/17/19 13:35:31 11.76  0.448    335   0.22  15.572   2.620  7.98   -73.2   151.6   4.3   1.0    13.0
10/17/19 14:05:32 11.74  0.448    334   0.22  15.575   2.627  7.98   -73.2   151.4   2.8   0.7    13.1
10/17/19 14:35:32 11.73  0.447    334   0.22  15.583   2.645  7.99   -73.4   150.5   5.6   1.3    13.1
10/17/19 15:05:32 11.72  0.447    334   0.22  15.589   2.659  7.99   -73.4   150.5   4.1   1.0    13.1
10/17/19 15:35:32 11.73  0.448    334   0.22  15.600   2.685  7.99   -73.4   151.2   5.1   1.2    13.1
10/17/19 16:05:32 11.70  0.447    333   0.22  15.605   2.696  7.99   -73.5   151.6   4.1   1.0    13.1
10/17/19 16:35:32 11.67  0.447    333   0.22  15.613   2.715  7.99   -73.7   149.5   4.4   1.0    13.0
10/17/19 17:05:32 11.61  0.445    331   0.22  15.624   2.740  7.99   -73.7   151.1   4.5   1.1    13.1
10/17/19 17:35:32 11.58  0.445    331   0.22  15.626   2.745  7.99   -73.7   150.5   5.6   1.3    13.0
10/17/19 18:05:32 11.55  0.444    330   0.22  15.634   2.763  8.01   -74.4   139.9   4.3   1.0    13.1
10/17/19 18:35:32 11.53  0.444    329   0.21  15.644   2.786  8.00   -74.2   139.6   4.1   1.0    13.0
10/17/19 19:05:31 11.48  0.440    327   0.21  15.654   2.810  8.00   -74.1   139.3   3.6   0.8    13.0
10/17/19 19:35:31 11.45  0.440    326   0.21  15.661   2.826  7.99   -73.4   150.2   4.3   1.0    13.0
10/17/19 20:05:31 11.43  0.439    325   0.21  15.669   2.843  7.98   -73.2   151.6   4.7   1.1    13.0
10/17/19 20:35:32 11.37  0.436    323   0.21  15.673   2.853  7.98   -73.0   151.7   3.8   0.9    13.0
10/17/19 21:05:32 11.36  0.439    324   0.21  15.681   2.873  7.98   -72.9   150.9   4.0   1.0    13.0
10/17/19 21:35:32 11.35  0.438    324   0.21  15.689   2.890  7.98   -73.2   150.4   4.3   1.0    13.0
10/17/19 22:05:32 11.31  0.438    323   0.21  15.696   2.907  7.99   -73.2   151.1   4.2   1.0    13.0
10/17/19 22:35:32 11.28  0.436    322   0.21  15.701   2.918  7.99   -73.2   150.5   4.3   1.0    13.1
10/17/19 23:05:32 11.22  0.433    319   0.21  15.704   2.926  7.99   -73.2   150.8   3.7   0.9    13.0
10/17/19 23:35:32 11.19  0.432    318   0.21  15.709   2.936  8.00   -74.2   137.9   4.3   1.0    13.0
10/18/19 00:05:32 11.16  0.431    317   0.21  15.713   2.947  7.98   -73.1   150.7   3.7   0.9    13.1
10/18/19 00:35:32 11.10  0.429    315   0.21  15.717   2.955  7.98   -72.9   152.3   4.1   1.0    13.1
10/18/19 01:05:32 11.06  0.427    313   0.21  15.722   2.966  7.98   -72.9   150.8   3.0   0.7    13.0
10/18/19 01:35:32 11.02  0.425    312   0.21  15.726   2.977  7.98   -72.8   150.2   4.7   1.1    13.1
10/18/19 02:05:32 10.99  0.423    310   0.20  15.731   2.988  7.98   -72.9   147.6   4.1   1.0    13.0
10/18/19 02:35:32 10.98  0.426    312   0.21  15.735   2.996  7.99   -73.1   146.2   3.8   0.9    13.1
10/18/19 03:05:32 10.95  0.422    309   0.20  15.735   2.997  7.98   -73.0   151.6   3.7   0.9    13.1
10/18/19 03:35:32 10.91  0.422    308   0.20  15.739   3.005  7.99   -73.4   149.1   3.2   0.7    13.0
10/18/19 04:05:32 10.82  0.418    305   0.20  15.745   3.019  7.99   -73.6   144.9   3.8   0.9    13.1
10/18/19 04:35:32 10.82  0.417    304   0.20  15.750   3.031  7.99   -73.1   151.6   3.4   0.8    13.0
10/18/19 05:05:32 10.76  0.415    302   0.20  15.754   3.040  7.98   -73.1   151.0   4.6   1.1    13.0
10/18/19 05:35:32 10.72  0.410    298   0.20  15.760   3.056  7.98   -72.9   150.1   3.6   0.9    13.0
10/18/19 06:05:32 10.69  0.409    297   0.20  15.766   3.068  7.98   -72.9   150.0   3.7   0.9    13.1
10/18/19 06:35:32 10.65  0.407    295   0.20  15.771   3.079  7.98   -72.8   152.0   4.3   1.0    13.0
10/18/19 07:05:32 10.63  0.409    296   0.20  15.779   3.099  7.99   -73.1   148.6   3.4   0.8    13.0
10/18/19 07:35:32 10.62  0.410    297   0.20  15.784   3.110  7.98   -72.8   152.9   4.3   1.0    13.0
10/18/19 08:05:32 10.59  0.408    296   0.20  15.793   3.132  7.99   -73.2   149.1   3.1   0.7    13.0
10/18/19 08:35:32 10.58  0.407    295   0.20  15.800   3.147  7.98   -73.0   150.0   3.5   0.8    13.0
10/18/19 09:05:32 10.55  0.406    294   0.20  15.802   3.152  7.98   -72.9   149.1   5.0   1.2    13.1
10/18/19 09:35:32 10.54  0.402    291   0.19  15.802   3.152  7.99   -73.5   136.0   3.7   0.9    13.0
10/18/19 10:05:32 10.49  0.397    287   0.19  15.805   3.160  7.98   -73.0   137.3   4.1   1.0    13.0
10/18/19 10:35:32 10.45  0.393    284   0.19  15.807   3.163  7.96   -72.0   151.5   4.2   1.0    13.0
10/18/19 11:05:32 10.45  0.396    286   0.19  15.813   3.177  7.96   -72.0   151.9   4.2   1.0    13.0
10/18/19 11:35:32 10.41  0.389    281   0.19  15.815   3.181  7.96   -71.7   151.5   4.2   1.0    13.1
10/18/19 12:05:32 10.40  0.390    281   0.19  15.819   3.190  7.96   -71.8   151.7   4.3   1.0    13.1
10/18/19 12:35:32 10.42  0.392    283   0.19  15.820   3.194  7.99   -73.1   136.7   5.0   1.2    13.1
10/18/19 13:05:32 10.36  0.388    280   0.19  15.821   3.195  7.99   -73.2   137.3   5.0   1.2    13.0
10/18/19 13:35:32 10.38  0.389    280   0.19  15.823   3.201  7.98   -72.6   147.5   4.1   1.0    13.0
10/18/19 14:05:32 10.35  0.385    277   0.19  15.823   3.199  7.98   -72.9   152.0   6.1   1.4    13.0
10/18/19 14:35:32 10.32  0.383    276   0.18  15.825   3.205  7.98   -72.8   150.8   4.6   1.1    13.0
10/18/19 15:05:32 10.32  0.381    274   0.18  15.827   3.210  7.98   -72.6   151.6   4.2   1.0    13.0
10/18/19 15:35:32 10.43  0.385    278   0.19  15.826   3.208  7.98   -72.6   152.3   4.4   1.0    13.0
10/18/19 16:05:32 10.43  0.386    279   0.19  15.830   3.216  7.98   -72.9   152.6   4.6   1.1    13.0
10/18/19 16:35:32 10.42  0.385    278   0.19  15.832   3.221  7.98   -72.9   152.6   3.5   0.8    13.0
10/18/19 17:05:32 10.30  0.376    271   0.18  15.835   3.228  7.98   -72.6   151.5   4.1   1.0    13.0
10/18/19 17:35:32 10.24  0.372    267   0.18  15.839   3.236  7.97   -72.3   152.6   3.3   0.8    13.0
10/18/19 18:05:32 10.31  0.378    272   0.18  15.839   3.237  7.98   -72.5   148.7   3.5   0.8    13.0
10/18/19 18:35:32 10.15  0.372    266   0.18  15.840   3.238  7.98   -72.6   152.8   3.7   0.9    13.0
10/18/19 19:05:32 10.08  0.374    268   0.18  15.844   3.250  7.99   -73.1   144.9   5.0   1.2    13.0
10/18/19 19:35:32 10.28  0.387    278   0.19  15.853   3.268  8.00   -73.9   152.6   5.4   1.3    13.0
10/18/19 20:05:32 10.24  0.386    277   0.19  15.857   3.279  8.00   -73.8   152.7   4.2   1.0    13.0
10/18/19 20:35:32 10.20  0.387    277   0.19  15.862   3.289  8.00   -73.9   148.7   4.6   1.1    13.0
10/18/19 21:05:32 10.14  0.384    275   0.19  15.865   3.297  7.99   -73.3   151.9   5.1   1.2    13.1
10/18/19 21:35:32 10.09  0.384    275   0.19  15.867   3.301  8.00   -73.5   150.7   4.8   1.1    13.0
10/18/19 22:05:32 10.05  0.384    274   0.19  15.867   3.302  8.02   -74.6   136.6   3.6   0.8    13.0
10/18/19 22:35:32  9.96  0.379    270   0.18  15.870   3.308  7.99   -73.2   151.7   5.2   1.2    13.0
10/18/19 23:05:32  9.88  0.370    263   0.18  15.875   3.319  7.99   -72.9   153.8   3.3   0.8    13.0
10/18/19 23:35:32  9.83  0.367    261   0.18  15.874   3.318  7.98   -72.8   147.1   4.2   1.0    13.1
10/19/19 00:05:32  9.76  0.364    258   0.18  15.875   3.321  7.97   -72.4   152.8   4.4   1.0    13.0
10/19/19 00:35:32  9.73  0.360    255   0.17  15.875   3.320  7.97   -72.3   150.3   4.1   1.0    13.0
10/19/19 01:05:32  9.69  0.357    253   0.17  15.877   3.325  7.97   -72.4   151.9   4.3   1.0    13.0
10/19/19 01:35:32  9.67  0.359    254   0.17  15.876   3.323  7.97   -72.3   153.7   5.5   1.3    13.0
10/19/19 02:05:32  9.59  0.350    247   0.17  15.875   3.319  7.98   -72.6   152.8   3.8   0.9    13.0
10/19/19 02:35:32  9.59  0.353    249   0.17  15.878   3.326  7.98   -72.5   152.2   4.2   1.0    13.0
10/19/19 03:05:32  9.50  0.351    247   0.17  15.875   3.320  7.98   -72.6   152.2   4.2   1.0    13.0
10/19/19 03:35:32  9.56  0.356    251   0.17  15.871   3.312  7.98   -72.4   152.1   4.4   1.1    13.0
10/19/19 04:05:32  9.53  0.354    249   0.17  15.873   3.314  7.98   -72.4   151.2   4.2   1.0    13.0
10/19/19 04:35:32  9.50  0.355    250   0.17  15.873   3.314  7.98   -72.4   153.2   4.1   1.0    13.0
10/19/19 05:05:32  9.44  0.351    247   0.17  15.875   3.321  7.97   -72.0   153.6   4.9   1.2    13.0
10/19/19 05:35:32  9.43  0.352    247   0.17  15.873   3.315  7.96   -71.8   154.1   4.5   1.1    13.0
10/19/19 06:05:32  9.38  0.349    245   0.17  15.878   3.327  7.97   -72.0   150.4   5.2   1.2    13.0
10/19/19 06:35:32  9.34  0.352    246   0.17  15.883   3.337  7.97   -72.1   153.7   4.5   1.1    13.0
10/19/19 07:05:32  9.33  0.350    245   0.17  15.885   3.343  7.97   -72.0   151.1   4.9   1.2    13.1
10/19/19 07:35:32  9.27  0.345    241   0.17  15.890   3.353  7.96   -71.8   151.1   4.0   0.9    13.1
10/19/19 08:05:32  9.28  0.348    243   0.17  15.891   3.356  7.96   -71.5   155.7   4.2   1.0    13.0
10/19/19 08:35:32  9.26  0.347    243   0.17  15.893   3.361  7.96   -71.5   155.5   4.4   1.0    13.0
10/19/19 09:05:32  9.24  0.347    243   0.17  15.890   3.355  7.96   -71.6   153.6   4.1   1.0    13.0
10/19/19 09:35:32  9.25  0.346    242   0.17  15.890   3.354  7.96   -71.7   154.2   4.1   1.0    13.0
10/19/19 10:05:32  9.27  0.345    242   0.17  15.887   3.348  7.96   -71.7   154.0   4.2   1.0    13.0
10/19/19 10:35:32  9.28  0.346    242   0.17  15.889   3.352  7.96   -71.7   149.1   3.5   0.8    13.1
10/19/19 11:05:32  9.27  0.346    242   0.17  15.886   3.346  7.96   -71.8   153.7   4.7   1.1    13.0
10/19/19 11:35:32  9.27  0.346    242   0.17  15.883   3.338  7.96   -71.7   151.1   4.2   1.0    13.1
10/19/19 12:05:32  9.27  0.346    242   0.17  15.878   3.326  7.98   -72.6   138.4   3.5   0.8    13.1
10/19/19 12:35:32  9.27  0.347    242   0.17  15.874   3.316  7.98   -72.6   138.4   3.7   0.9    13.0
10/19/19 13:05:32  9.29  0.347    243   0.17  15.869   3.306  7.98   -72.8   137.5   4.7   1.1    13.0
10/19/19 13:35:32  9.25  0.348    243   0.17  15.860   3.285  7.97   -71.8   152.6   4.3   1.0    13.0
10/19/19 14:05:32  9.26  0.348    244   0.17  15.855   3.273  7.96   -71.8   154.5   4.7   1.1    13.0
10/19/19 14:35:32  9.27  0.349    244   0.17  15.851   3.263  7.97   -72.0   153.1   4.2   1.0    13.0
10/19/19 15:05:32  9.26  0.349    244   0.17  15.848   3.258  7.96   -71.8   154.5   3.5   0.8    13.0
10/19/19 15:35:32  9.43  0.347    244   0.17  15.844   3.247  7.97   -72.2   154.5   4.3   1.0    13.0
10/19/19 16:05:32  9.23  0.349    244   0.17  15.838   3.235  7.97   -72.0   152.5   3.3   0.8    13.0
10/19/19 16:35:32  9.23  0.349    244   0.17  15.836   3.231  7.98   -72.4   137.6   3.6   0.9    13.0
10/19/19 17:05:32  9.27  0.349    244   0.17  15.834   3.225  7.98   -72.6   136.8   3.4   0.8    13.0
10/19/19 17:35:32  9.29  0.347    243   0.17  15.834   3.225  7.98   -72.8   137.1   4.7   1.1    13.0
10/19/19 18:05:32  9.27  0.347    243   0.17  15.833   3.221  7.98   -72.8   135.7   3.9   0.9    13.0
10/19/19 18:35:32  9.28  0.347    243   0.17  15.833   3.222  7.98   -72.5   138.1   4.2   1.0    13.0
10/19/19 19:05:32  9.28  0.348    243   0.17  15.836   3.229  7.98   -72.5   137.4   4.8   1.1    13.0
10/19/19 19:35:32  9.34  0.348    244   0.17  15.836   3.231  7.99   -73.0   137.6   4.7   1.1    13.0
10/19/19 20:05:32  9.29  0.347    243   0.17  15.838   3.235  7.98   -72.8   137.8   4.1   1.0    13.0
10/19/19 20:35:32  9.49  0.347    244   0.17  15.836   3.230  8.00   -73.4   136.5   3.7   0.9    13.0
10/19/19 21:05:32  9.39  0.348    244   0.17  15.835   3.228  7.99   -73.2   134.9   3.4   0.8    13.0
10/19/19 21:35:32  9.45  0.348    245   0.17  15.833   3.224  7.99   -73.2   135.3   3.9   0.9    13.0
10/19/19 22:05:32  9.50  0.349    246   0.17  15.838   3.234  8.02   -74.8   134.8   3.9   0.9    13.0
10/19/19 22:35:32  9.64  0.348    246   0.17  15.834   3.226  7.99   -73.1   136.5   3.4   0.8    13.0
10/19/19 23:05:32  9.76  0.348    247   0.17  15.832   3.221  8.05   -76.2   133.7   3.2   0.8    13.0
10/19/19 23:35:32  9.84  0.347    246   0.17  15.831   3.219  8.10   -78.7   132.9   2.6   0.6    13.0
10/20/19 00:05:32  9.79  0.347    246   0.17  15.829   3.214  8.11   -79.0   131.0   2.7   0.6    13.1
10/20/19 00:35:32  9.94  0.348    248   0.17  15.833   3.222  8.07   -77.2   131.5   2.9   0.7    13.0
10/20/19 01:05:32  9.70  0.348    246   0.17  15.831   3.217  8.05   -76.4   134.0   3.7   0.9    13.0
10/20/19 01:35:32  9.48  0.349    246   0.17  15.828   3.211  8.04   -75.4   135.8   3.2   0.7    13.0
10/20/19 02:05:32  9.28  0.349    244   0.17  15.825   3.204  8.02   -74.4   131.2   3.4   0.8    13.0
10/20/19 02:35:32  9.40  0.350    246   0.17  15.823   3.201  8.04   -75.4   135.5   3.9   0.9    13.0
10/20/19 03:05:32  9.56  0.349    246   0.17  15.825   3.206  8.03   -75.1   134.3   3.3   0.8    13.0
10/20/19 03:35:32  9.51  0.349    245   0.17  15.820   3.193  8.03   -74.9   136.2   3.6   0.8    13.0
10/20/19 04:05:32  9.58  0.348    246   0.17  15.813   3.178  8.03   -75.1   135.0   3.0   0.7    13.0
10/20/19 04:35:32  9.44  0.351    247   0.17  15.810   3.169  8.03   -75.3   134.2   2.7   0.6    13.0
10/20/19 05:05:32  9.32  0.351    246   0.17  15.811   3.172  8.03   -75.0   135.5   3.3   0.8    13.0
10/20/19 05:35:32  9.29  0.351    246   0.17  15.813   3.178  8.03   -75.2   135.3   2.9   0.7    13.0
10/20/19 06:05:32  9.23  0.351    245   0.17  15.806   3.160  8.02   -74.6   134.5   3.2   0.8    13.0
10/20/19 06:35:32  9.20  0.350    245   0.17  15.804   3.157  8.01   -74.3   131.7   3.2   0.8    13.0
10/20/19 07:05:32  9.17  0.351    245   0.17  15.812   3.174  8.01   -74.2   133.1   3.7   0.9    13.0
10/20/19 07:35:32  9.15  0.351    245   0.17  15.814   3.179  8.02   -74.3   133.6   3.6   0.8    13.0
10/20/19 08:05:32  9.14  0.352    245   0.17  15.809   3.168  8.01   -73.9   132.7   2.9   0.7    13.1
10/20/19 08:35:32  9.07  0.352    245   0.17  15.818   3.188  8.00   -73.5   133.4   2.7   0.6    13.0
10/20/19 09:05:32  9.05  0.351    244   0.17  15.815   3.180  7.99   -73.0   134.8   4.4   1.0    13.0
10/20/19 09:35:32  9.05  0.351    244   0.17  15.820   3.193  7.99   -73.0   132.8   3.1   0.7    13.0
10/20/19 10:05:32  9.13  0.351    245   0.17  15.823   3.200  8.00   -73.8   132.5   2.6   0.6    13.0
10/20/19 10:35:32  9.21  0.351    245   0.17  15.826   3.208  8.00   -73.7   133.3   3.4   0.8    13.0
10/20/19 11:05:32  9.21  0.351    245   0.17  15.821   3.196  8.00   -73.8   132.8   3.6   0.9    13.0
10/20/19 11:35:32  9.23  0.351    245   0.17  15.823   3.199  8.01   -73.9   133.2   3.5   0.8    13.0
10/20/19 12:05:32  9.18  0.352    246   0.17  15.826   3.206  8.01   -74.2   133.8   3.8   0.9    13.0
10/20/19 12:35:32  9.19  0.350    245   0.17  15.825   3.204  8.00   -73.8   132.1   3.5   0.8    13.0
10/20/19 13:05:32  9.21  0.352    246   0.17  15.823   3.200  8.01   -74.0   133.2   3.1   0.7    13.0
10/20/19 13:35:32  9.26  0.352    246   0.17  15.815   3.182  8.01   -73.9   133.1   3.2   0.8    13.0
10/20/19 14:05:32  9.28  0.352    246   0.17  15.818   3.188  8.00   -73.7   134.2   4.1   1.0    13.0
10/20/19 14:35:32  9.32  0.351    246   0.17  15.814   3.179  8.00   -73.6   134.2   3.9   0.9    13.0
10/20/19 15:05:32  9.48  0.352    248   0.17  15.812   3.175  8.00   -73.8   134.4   3.5   0.8    13.0
10/20/19 15:35:32  9.46  0.353    248   0.17  15.816   3.183  8.01   -74.0   132.6   3.7   0.9    13.0
10/20/19 16:05:32  9.46  0.353    248   0.17  15.818   3.189  8.00   -73.8   135.1   3.3   0.8    13.0
10/20/19 16:35:32  9.45  0.353    248   0.17  15.818   3.188  8.01   -74.0   132.1   3.4   0.8    13.0
10/20/19 17:05:32  9.58  0.352    248   0.17  15.817   3.187  8.01   -74.3   132.9   4.1   1.0    13.1
10/20/19 17:35:32  9.49  0.356    251   0.17  15.821   3.195  8.03   -75.1   132.3   4.1   1.0    13.0
10/20/19 18:05:32  9.47  0.351    247   0.17  15.822   3.196  8.02   -74.6   133.5   3.6   0.8    13.0
10/20/19 18:35:32  9.41  0.350    246   0.17  15.824   3.202  7.99   -73.2   134.1   3.3   0.8    13.0
10/20/19 19:05:32  9.36  0.351    246   0.17  15.827   3.208  7.99   -72.9   134.3   3.1   0.7    13.0
10/20/19 19:35:32  9.41  0.351    247   0.17  15.827   3.210  7.99   -73.0   133.9   3.2   0.8    13.0
10/20/19 20:05:32  9.36  0.352    247   0.17  15.833   3.222  8.00   -73.5   132.6   4.4   1.0    13.0
10/20/19 20:35:32  9.37  0.356    250   0.17  15.837   3.231  8.01   -73.9   135.1   3.6   0.8    13.0
10/20/19 21:05:32  9.36  0.357    251   0.17  15.838   3.233  8.02   -74.6   134.6   3.3   0.8    13.0
10/20/19 21:35:32  9.36  0.359    252   0.17  15.838   3.234  8.02   -74.8   134.6   2.9   0.7    13.0
10/20/19 22:05:32  9.36  0.353    248   0.17  15.840   3.238  8.00   -73.7   134.3   2.7   0.6    13.0
10/20/19 22:35:32  9.40  0.353    248   0.17  15.844   3.249  8.00   -73.4   134.7   3.3   0.8    13.0
10/20/19 23:05:32  9.49  0.352    248   0.17  15.850   3.261  8.00   -73.6   134.3   4.4   1.0    13.0
10/20/19 23:35:32  9.44  0.352    247   0.17  15.849   3.261  8.00   -73.6   135.1   3.4   0.8    13.0
10/21/19 00:05:32  9.41  0.352    247   0.17  15.851   3.264  8.00   -73.5   135.1   3.0   0.7    13.1
10/21/19 00:35:32  9.37  0.353    248   0.17  15.855   3.273  8.00   -73.5   134.2   2.6   0.6    13.0
10/21/19 01:05:32  9.30  0.356    250   0.17  15.858   3.281  8.00   -73.5   135.1   3.5   0.8    13.0
10/21/19 01:35:32  9.30  0.354    248   0.17  15.861   3.287  7.99   -73.3   134.0   2.5   0.6    13.0
10/21/19 02:05:32  9.29  0.355    248   0.17  15.860   3.285  8.00   -73.7   134.0   2.8   0.7    13.0
10/21/19 02:35:32  9.26  0.356    249   0.17  15.860   3.286  8.00   -73.8   134.6   3.3   0.8    13.0
10/21/19 03:05:32  9.20  0.358    250   0.17  15.865   3.298  8.01   -74.1   134.5   2.9   0.7    13.0
10/21/19 03:35:32  9.20  0.358    250   0.17  15.864   3.293  8.01   -73.9   134.9   2.8   0.7    13.0
10/21/19 04:05:32  9.20  0.361    252   0.17  15.867   3.302  8.02   -74.5   134.7   3.3   0.8    13.0
10/21/19 04:35:32  9.20  0.359    251   0.17  15.871   3.310  8.01   -74.2   135.1   2.7   0.6    13.0
10/21/19 05:05:32  9.18  0.356    248   0.17  15.869   3.307  8.00   -73.8   134.3   3.1   0.7    13.0
10/21/19 05:35:32  9.19  0.355    248   0.17  15.877   3.324  8.00   -73.5   134.9   2.4   0.6    13.0
10/21/19 06:05:32  9.19  0.358    250   0.17  15.887   3.347  8.00   -73.7   135.6   2.3   0.6    13.0
10/21/19 06:35:32  9.19  0.359    250   0.17  15.886   3.347  8.01   -74.1   135.6   2.8   0.7    13.0
10/21/19 07:05:32  9.18  0.359    251   0.17  15.884   3.339  8.02   -74.4   135.3   3.9   0.9    13.0
10/21/19 07:35:32  9.16  0.360    251   0.17  15.888   3.351  8.01   -74.3   135.4   2.3   0.5    13.0
10/21/19 08:05:32  9.16  0.361    252   0.17  15.892   3.359  8.01   -74.2   135.1   2.4   0.6    13.0
10/21/19 08:35:32  9.15  0.359    251   0.17  15.894   3.363  8.01   -74.0   134.8   1.7   0.4    13.0
10/21/19 09:05:32  9.15  0.359    250   0.17  15.902   3.383  8.00   -73.6   135.6   2.6   0.6    13.0
10/21/19 09:35:32  9.15  0.357    249   0.17  15.902   3.382  8.00   -73.5   135.4   2.7   0.6    13.0
10/21/19 10:05:32  9.16  0.357    249   0.17  15.900   3.377  8.00   -73.5   135.1   4.0   0.9    13.0
10/21/19 10:35:32  9.15  0.359    250   0.17  15.899   3.374  8.00   -73.6   136.0   3.4   0.8    13.0
10/21/19 11:05:32  9.16  0.359    251   0.17  15.896   3.368  8.00   -73.8   136.1   3.2   0.8    13.0
10/21/19 11:35:32  9.18  0.360    251   0.17  15.892   3.359  8.00   -73.6   136.9   2.3   0.5    13.0
10/21/19 12:05:32  9.17  0.359    251   0.17  15.881   3.335  8.00   -73.6   137.0   2.1   0.5    13.0
10/21/19 12:35:32  9.19  0.359    250   0.17  15.879   3.329  8.00   -73.7   136.8   3.4   0.8    13.0
10/21/19 13:05:32  9.25  0.359    251   0.17  15.873   3.315  8.00   -73.5   142.8   2.7   0.6    13.0
10/21/19 13:35:32  9.59  0.359    253   0.17  15.868   3.304  8.02   -74.6   135.7   3.3   0.8    13.0
10/21/19 14:05:32  9.22  0.358    250   0.17  15.865   3.297  8.00   -73.5   134.7   2.9   0.7    13.0
10/21/19 14:35:32  9.72  0.359    255   0.17  15.860   3.284  8.02   -74.5   136.9   3.6   0.9    13.0
10/21/19 15:05:32  9.74  0.361    256   0.17  15.856   3.276  8.03   -75.3   137.5   3.7   0.9    13.0
10/21/19 15:35:32 10.00  0.366    261   0.18  15.864   3.295  8.03   -75.4   142.2   2.6   0.6    13.0
10/21/19 16:05:32 10.27  0.363    261   0.18  15.862   3.291  8.03   -75.2   156.9   3.7   0.9    13.1
10/21/19 16:35:32 10.31  0.362    260   0.17  15.848   3.259  8.03   -75.3   154.3   3.7   0.9    13.0
10/21/19 17:05:32 10.19  0.362    259   0.17  15.850   3.262  8.03   -75.1   153.3   2.9   0.7    13.0
10/21/19 17:35:32 10.56  0.362    262   0.17  15.850   3.263  8.03   -75.3   150.1   2.6   0.6    13.0
10/21/19 18:05:32 10.57  0.361    261   0.17  15.848   3.258  8.02   -75.0   150.3   2.9   0.7    13.0
10/21/19 18:35:32 10.03  0.363    259   0.18  15.848   3.259  8.01   -74.3   151.7   2.8   0.7    13.0
10/21/19 19:05:32  9.85  0.361    256   0.17  15.851   3.264  7.98   -72.8   154.1   2.5   0.6    13.0
10/21/19 19:35:32 10.09  0.361    258   0.17  15.852   3.266  7.98   -72.6   157.7   3.4   0.8    13.0
10/21/19 20:05:32 10.31  0.362    260   0.17  15.851   3.264  8.01   -74.1   153.5   2.3   0.5    13.0
10/21/19 20:35:32 10.38  0.362    261   0.17  15.842   3.244  8.02   -74.5   152.6   2.5   0.6    13.0
10/21/19 21:05:32 10.36  0.363    262   0.18  15.842   3.243  8.02   -74.6   152.1   1.7   0.4    13.0
10/21/19 21:35:32 10.35  0.365    263   0.18  15.843   3.246  8.02   -74.8   151.5   2.5   0.6    13.0
